"","ratio_peaks_found","ratio_peaks_filled","ppm_error","rt_dev_sec"
"RPOS-074.1 - Theophylline",0.951327433628319,0.0486725663716814,2.83861252145772,0.827162694483055
"RPOS-074.2 - Theophylline ISF.1",0.800884955752212,0.199115044247788,9.86203666503005,0.856644225733881
"RPOS-075.1 - 18-Hydroxycortisol",0.945796460176991,0.0542035398230089,5.82533465510403,0.134671457462118
"RPOS-075.2 - 18-Hydroxycortisol ISF.1",0.471238938053097,0.528761061946903,2.2695875162559,0.109333105232184
"RPOS-078.1 - 5-Hydroxyindoleacetate",0.867256637168142,0.132743362831858,3.93352693214063,3.74610109765799
"RPOS-078.2 - 5-Hydroxyindoleacetate ISF.1",0.667035398230089,0.332964601769911,3.4623848433293,3.74969330655958
"RPOS-087.1 - Tyrosine",0.872787610619469,0.127212389380531,6.58673481955158,0.00802682482324731
"RPOS-087.2 - Tyrosine ISF.1",0.994469026548673,0.00553097345132743,3.51395127180204,-0.00104856933942695
"RPOS-087.3 - Tyrosine ISF.2",0.985619469026549,0.0143805309734513,3.03984424032652,-0.00539189730774959
"RPOS-087.4 - Tyrosine ISF.3",0.988938053097345,0.0110619469026549,3.2346309346333,0.000900738462574781
"RPOS-087.5 - Tyrosine ISF.4",0.982300884955752,0.0176991150442478,4.02040704634875,-0.00126544867307108
"RPOS-087.6 - Tyrosine ISF.5",0.97787610619469,0.0221238938053097,3.39558996092309,0.00144595994657334
"RPOS-089.1 - Dopamine ISF.1",0.903761061946903,0.0962389380530973,3.54958714601492,0.755028295960832
"RPOS-089.2 - Dopamine ISF.2",0.464601769911504,0.535398230088496,2.60061832203623,0.669638274268503
"RPOS-089.3 - Dopamine ISF.3",0.658185840707965,0.341814159292035,3.23557491709595,0.72774492886504
