"","ratio_peaks_found","ratio_peaks_filled","ppm_error","rt_dev_sec"
"HPOS-012.1 - Isovalerylcarnitine",1,0,2.25893953420851,1.22988322508162
"HPOS-012.2 - Isovalerylcarnitine",0.988095238095238,0.0119047619047619,2.65557907366673,1.32985151092828
"HPOS-012.3 - Isovalerylcarnitine ISF.1",0.994047619047619,0.00595238095238095,5.97578466129949,1.05390448541621
"HPOS-014.1 - Histidine",0.321428571428571,0.678571428571429,2.40598448074797,-7.57543446064316
"HPOS-014.2 - Histidine",0.0297619047619048,0.970238095238095,1.38145677689889,-10.0520148545566
"HPOS-014.3 - Histidine ISF.1",0.220238095238095,0.779761904761905,3.33341044310877,-7.96167154287962
"HPOS-016.1 - N6,N6,N6-Trimethyllysine",0.994047619047619,0.00595238095238095,3.44346825530645,-2.61955592494935
"HPOS-016.2 - N6,N6,N6-Trimethyllysine ISF.1",1,0,4.65892193016964,-2.70655557211045
"HPOS-016.3 - N6,N6,N6-Trimethyllysine ISF.2",0.892857142857143,0.107142857142857,3.42193051447083,-2.74150276256828
"HPOS-020.1 - Proline Betaine",1,0,4.21545161844349,2.38326680560965
"HPOS-020.2 - Proline Betaine",1,0,4.7742556288352,2.61706851543466
"HPOS-020.3 - Proline Betaine ISF.1",0.321428571428571,0.678571428571429,5.45742980187623,2.36733184778789
"HPOS-025.1 - Trigonelline",0.982142857142857,0.0178571428571429,4.74657794051031,2.16854176848715
"HPOS-025.2 - Trigonelline ISF.1",0.946428571428571,0.0535714285714286,4.83233091420391,2.04892757704226
"HPOS-025.3 - Trigonelline ISF.2",0.19047619047619,0.80952380952381,4.34825253418099,2.06851973738409
"HPOS-028.1 - N-Acetylputrescine",0.994047619047619,0.00595238095238095,5.38659312755081,0.0362778980691015
"HPOS-028.2 - N-Acetylputrescine",0.988095238095238,0.0119047619047619,4.805102638093,0.0761560961845565
"HPOS-028.3 - N-Acetylputrescine ISF.1",0.982142857142857,0.0178571428571429,5.58742423477191,0.0281492541019196
"HPOS-029.1 - 4-Trimethylammoniobutanoate",0.982142857142857,0.0178571428571429,7.50640638503264,-4.50338389919423
"HPOS-029.2 - 4-Trimethylammoniobutanoate ISF.1",0.154761904761905,0.845238095238095,5.80284482887825,-4.35801438315525
"HPOS-036.1 - Creatinine",0.994047619047619,0.00595238095238095,4.27994016457209,1.57264766468161
"HPOS-036.2 - Creatinine",0.81547619047619,0.18452380952381,2.30279818241552,2.78060566828201
"HPOS-038.1 - 1,1-Dimethylbiguanide (Metformin)",0.988095238095238,0.0119047619047619,5.32939108190264,1.56112818486855
"HPOS-038.2 - 1,1-Dimethylbiguanide (Metformin) ISF.1",0.619047619047619,0.380952380952381,5.0176386774441,0.400253406858453
"HPOS-038.3 - 1,1-Dimethylbiguanide (Metformin) ISF.2",0.505952380952381,0.494047619047619,6.48115677065412,1.30167013391673
"HPOS-038.4 - 1,1-Dimethylbiguanide (Metformin) ISF.3",0.404761904761905,0.595238095238095,7.89826349185272,1.41485567281822
"HPOS-040.1 - Phenylalanine",0.892857142857143,0.107142857142857,4.27822499419987,-5.10883803757745
"HPOS-040.2 - Phenylalanine ISF.1",0.976190476190476,0.0238095238095238,5.15562408020292,-5.18962506801119
"HPOS-040.3 - Phenylalanine ISF.2",0.541666666666667,0.458333333333333,4.34775275610592,-5.20888881120594
"HPOS-042.1 - Trimethylamine N-oxide",0.833333333333333,0.166666666666667,8.48883968006492,-0.684107546995571
"HPOS-042.2 - Trimethylamine N-oxide",1,0,4.93259525221877,-0.831519912336938
"HPOS-043.1 - Proline",0.93452380952381,0.0654761904761905,4.77082981869064,0.433747278183001
"HPOS-043.2 - Proline",0.654761904761905,0.345238095238095,3.35606141304011,0.231638396197381
"HPOS-043.3 - Proline",0.327380952380952,0.672619047619048,4.37616894558969,-8.39947370384643
"HPOS-043.4 - Proline ISF.1",0.119047619047619,0.880952380952381,4.25649836817563,30.1272696194285
"HPOS-044.1 - Alanine",0.696428571428571,0.303571428571429,4.14134517147531,-2.84833860363752
"HPOS-044.2 - Alanine",0.529761904761905,0.470238095238095,2.31776780070041,-2.06062431427958
"HPOS-044.3 - Alanine",0.172619047619048,0.827380952380952,2.71770000811006,-1.56375022087784
"HPOS-045.1 - Creatine",0.994047619047619,0.00595238095238095,4.38471245349755,0.506535780216762
"HPOS-045.2 - Creatine",0.970238095238095,0.0297619047619048,4.43870759396258,0.535115918507764
"HPOS-045.3 - Creatine",0.976190476190476,0.0238095238095238,7.73367054086357,0.563175982825061
"HPOS-045.4 - Creatine ISF.1",0.94047619047619,0.0595238095238095,7.14675803309452,0.417426980881138
"HPOS-051.1 - 3-methylhistidine",0.351190476190476,0.648809523809524,5.44221277721272,-7.20838719479663
"HPOS-051.2 - 3-methylhistidine ISF.1",0.857142857142857,0.142857142857143,5.54553836543682,-6.73950484406546
"HPOS-051.3 - 3-methylhistidine ISF.2",0.154761904761905,0.845238095238095,2.51826682544855,-7.13262695886568
"HPOS-055.1 - Hypoxanthine ",0.982142857142857,0.0178571428571429,4.2483795403522,1.44330478905514
"HPOS-055.2 - Hypoxanthine ",0.994047619047619,0.00595238095238095,4.1452067983071,1.45591757746089
"HPOS-055.3 - Hypoxanthine ISF.1",0.916666666666667,0.0833333333333333,7.74132388535152,4.33140226837711
"HPOS-055.4 - Hypoxanthine ISF.2",0.25,0.75,3.73357778285253,-3.96132903328148
"HPOS-056.1 - Pantothenate",1,0,2.48445206712255,-0.758910261110373
"HPOS-056.2 - Pantothenate",0.994047619047619,0.00595238095238095,4.04115057326288,-0.924100996574128
"HPOS-056.3 - Pantothenate ISF.1",0.994047619047619,0.00595238095238095,2.80265941255586,-0.782841892930811
"HPOS-056.4 - Pantothenate ISF.2",0.732142857142857,0.267857142857143,4.64126754798576,-0.850608484642482
"HPOS-057.1 - Urocanate",1,0,4.51585161783024,0.0318267812589884
"HPOS-057.2 - Urocanate ISF.1",0.267857142857143,0.732142857142857,6.19976147199162,14.4852845284076
"HPOS-057.3 - Urocanate ISF.2",0.553571428571429,0.446428571428571,3.90987730985924,-7.40053265283869
"HPOS-057.4 - Urocanate ISF.3",0.470238095238095,0.529761904761905,2.87568614750067,-0.0263281138251472
"HPOS-059.1 - Cytosine",0.970238095238095,0.0297619047619048,5.84253158029521,1.78181353330718
"HPOS-059.2 - Cytosine",0.970238095238095,0.0297619047619048,6.76700357717904,1.87471959682998
"HPOS-059.3 - Cytosine",0.744047619047619,0.255952380952381,4.89557735439593,1.81401992220297
"HPOS-062.1 - Tiglylcarnitine (C5:1)",1,0,2.10838095984911,-3.40884481743058
"HPOS-062.2 - Tiglylcarnitine (C5:1) ISF.1",1,0,5.98439065078308,-3.41681769984596
"HPOS-064.1 - Decadienoylcarnitine (C10:2)",0.970238095238095,0.0297619047619048,1.53925741420343,-1.75953973476883
"HPOS-064.2 - Decadienoylcarnitine (C10:2)",0.970238095238095,0.0297619047619048,1.57031084423587,-1.74732423860504
"HPOS-064.3 - Decadienoylcarnitine (C10:2) ISF.1",0.779761904761905,0.220238095238095,9.88329128138462,-1.92119588581163
"HPOS-072.1 - Thiamine",0.726190476190476,0.273809523809524,6.61708412147402,-0.836712692821062
"HPOS-072.2 - Thiamine ISF.1",0.94047619047619,0.0595238095238095,4.67688490593731,-0.893120552808011
"HPOS-072.3 - Thiamine ISF.2",0.964285714285714,0.0357142857142857,7.39152713940796,-0.956412043290336
"HPOS-074.1 - N,N-Dimethylglycine",0.916666666666667,0.0833333333333333,7.62234780503158,1.34025082830789
"HPOS-074.2 - N,N-Dimethylglycine",0.488095238095238,0.511904761904762,3.88909898128188,0.866159958235642
"HPOS-075.1 - Pseudouridine",1,0,2.83655456622315,0.679159143583676
"HPOS-075.2 - Pseudouridine ISF.1",0.994047619047619,0.00595238095238095,3.44137367480141,0.728153200113301
"HPOS-075.3 - Pseudouridine ISF.2",0.93452380952381,0.0654761904761905,2.90169499791347,0.711414872179222
"HPOS-075.4 - Pseudouridine ISF.3",0.994047619047619,0.00595238095238095,3.04079345993221,0.707556809347844
"HPOS-075.5 - Pseudouridine ISF.4",0.994047619047619,0.00595238095238095,5.12978423996397,0.737934348515292
"HPOS-078.1 - N2,N2-Dimethylguanosine",1,0,2.45369859473099,1.42847587571859
"HPOS-078.2 - N2,N2-Dimethylguanosine ISF.1",0.976190476190476,0.0238095238095238,8.39536255389875,1.38635703111824
"HPOS-078.3 - N2,N2-Dimethylguanosine ISF.2",0.517857142857143,0.482142857142857,5.42788565077336,-12.0272811320746
"HPOS-080.1 - Butyrylcarnitine",1,0,2.33865226119561,-3.53104030194342
"HPOS-080.2 - Butyrylcarnitine ISF.1",0.988095238095238,0.0119047619047619,7.76235509712371,-3.60900180552764
"HPOS-080.3 - Butyrylcarnitine ISF.2",0.880952380952381,0.119047619047619,4.42685181813874,-3.62474429785952
"HPOS-082.1 - 7-Methylguanine",0.994047619047619,0.00595238095238095,3.96846285745223,1.46756975820031
"HPOS-082.2 - 7-Methylguanine ISF.1",0.994047619047619,0.00595238095238095,4.0346323609258,1.39694509948881
"HPOS-082.3 - 7-Methylguanine ISF.2",0.976190476190476,0.0238095238095238,4.02710016075799,1.41547612405959
"HPOS-085.1 - N1-methyl-4-pyridone-3-carboxamide",0.988095238095238,0.0119047619047619,4.63085049745268,-14.8423378066547
"HPOS-085.2 - N1-methyl-4-pyridone-3-carboxamide",0.988095238095238,0.0119047619047619,3.37998860013055,1.52497273657367
"HPOS-085.3 - N1-methyl-4-pyridone-3-carboxamide ISF.1",1,0,5.94889192557594,1.57763499525521
