"","ratio_peaks_found","ratio_peaks_filled","ppm_error","rt_dev_sec"
"HPOS-014.1 - Histidine",0.321428571428571,0,2.23309843915102,-7.3889287836686
"HPOS-014.2 - Histidine",0.0238095238095238,0,1.71564242946226,-9.13786976142404
"HPOS-014.3 - Histidine ISF.1",0.208333333333333,0,2.73270086800113,-7.54754006412631
"HPOS-016.1 - N6,N6,N6-Trimethyllysine",1,0,3.4420872826539,-2.61674534157402
"HPOS-016.2 - N6,N6,N6-Trimethyllysine ISF.1",1,0,4.65855412853993,-2.70655557211045
"HPOS-016.3 - N6,N6,N6-Trimethyllysine ISF.2",0.880952380952381,0,3.44130458585064,-2.741754491876
"HPOS-020.1 - Proline Betaine",1,0,4.21544939510611,2.38326680560965
"HPOS-020.2 - Proline Betaine",1,0,4.77688570207755,2.6166382228357
"HPOS-020.3 - Proline Betaine ISF.1",0.297619047619048,0,5.56165424943196,2.37455974729525
"HPOS-025.1 - Trigonelline",0.982142857142857,0,4.74813565552458,2.16883384588766
"HPOS-025.2 - Trigonelline ISF.1",0.952380952380952,0,4.8821452250221,2.04954269029072
"HPOS-025.3 - Trigonelline ISF.2",0.19047619047619,0,4.555153352451,2.07459553858891
"HPOS-028.1 - N-Acetylputrescine",0.994047619047619,0,5.38778601238318,0.0365664775366725
"HPOS-028.2 - N-Acetylputrescine",0.988095238095238,0,4.81471266334832,0.076446414082655
"HPOS-028.3 - N-Acetylputrescine ISF.1",0.982142857142857,0,5.58736165535293,0.0288794476031974
"HPOS-029.1 - 4-Trimethylammoniobutanoate",0.982142857142857,0,7.5209567334818,-4.503233767774
"HPOS-029.2 - 4-Trimethylammoniobutanoate ISF.1",0.142857142857143,0,5.50807353843803,-4.10093655939869
"HPOS-036.1 - Creatinine",0.994047619047619,0,4.28476985757461,1.57250337494782
"HPOS-036.2 - Creatinine",0.81547619047619,0,2.30279818241552,2.78060566828201
"HPOS-038.1 - 1,1-Dimethylbiguanide (Metformin)",0.988095238095238,0,5.32963411451373,1.56112818486855
"HPOS-038.2 - 1,1-Dimethylbiguanide (Metformin) ISF.1",0.601190476190476,0,5.07382126943294,1.36974744833204
"HPOS-038.3 - 1,1-Dimethylbiguanide (Metformin) ISF.2",0.505952380952381,0,6.48115677065412,1.30167013391673
"HPOS-038.4 - 1,1-Dimethylbiguanide (Metformin) ISF.3",0.422619047619048,0,7.95634336890021,1.42971810273557
"HPOS-040.1 - Phenylalanine",0.892857142857143,0,4.28030979364272,-5.10867739500717
"HPOS-040.2 - Phenylalanine ISF.1",0.976190476190476,0,5.15549182548145,-5.18962506801119
"HPOS-040.3 - Phenylalanine ISF.2",0.535714285714286,0,4.29337826543769,-5.19963337059485
"HPOS-042.1 - Trimethylamine N-oxide",0.827380952380952,0,8.51330505431922,-0.679111993428414
"HPOS-042.2 - Trimethylamine N-oxide",1,0,4.93263683862563,-0.831519912336938
"HPOS-043.1 - Proline",0.928571428571429,0,4.81201708779624,0.447326664983018
"HPOS-043.2 - Proline",0.660714285714286,0,3.38051587384495,0.213849088514561
"HPOS-043.3 - Proline",0.327380952380952,0,4.36700993646355,-8.29432334638751
"HPOS-043.4 - Proline ISF.1",0.107142857142857,0,5.8398996950479,-1.63506948604676
"HPOS-044.1 - Alanine",0.696428571428571,0,4.13536468527101,-2.8485445556507
"HPOS-044.2 - Alanine",0.523809523809524,0,2.29387222265322,-2.05678898193744
"HPOS-044.3 - Alanine",0.178571428571429,0,2.5904332032871,-1.94192410464464
"HPOS-045.1 - Creatine",0.994047619047619,0,4.38674398665043,0.506535780216762
"HPOS-045.2 - Creatine",0.970238095238095,0,4.43875700120605,0.535115918507764
"HPOS-045.3 - Creatine",0.976190476190476,0,7.73359051168214,0.563175982825061
"HPOS-045.4 - Creatine ISF.1",0.946428571428571,0,7.16083452984528,0.426885977585701
"HPOS-051.1 - 3-methylhistidine",0.380952380952381,0,5.26296850043469,-6.93499339152613
"HPOS-051.2 - 3-methylhistidine ISF.1",0.857142857142857,0,5.5447435048385,-6.73950484406546
"HPOS-051.3 - 3-methylhistidine ISF.2",0.148809523809524,0,2.47006606728653,-7.1213411080186
"HPOS-055.1 - Hypoxanthine ",0.982142857142857,0,4.24840297572518,1.44330478905514
"HPOS-055.2 - Hypoxanthine ",0.988095238095238,0,4.12339264192779,1.46820962626272
"HPOS-055.3 - Hypoxanthine ISF.1",0.916666666666667,0,7.74142880686998,4.332810498701
"HPOS-055.4 - Hypoxanthine ISF.2",0.25,0,3.74266041476478,-3.96190275674677
"HPOS-056.1 - Pantothenate",1,0,2.48524949949651,-0.758910261110373
"HPOS-056.2 - Pantothenate",0.994047619047619,0,4.04458913878626,-0.924100996574128
"HPOS-056.3 - Pantothenate ISF.1",0.988095238095238,0,2.80686020413552,-0.783651413797714
"HPOS-056.4 - Pantothenate ISF.2",0.732142857142857,0,4.64843925859554,-0.893520617740729
"HPOS-057.1 - Urocanate",1,0,4.51604203073789,0.0313964886600211
"HPOS-057.2 - Urocanate ISF.1",0.148809523809524,0,4.45860687491658,5.05904574170879
"HPOS-057.3 - Urocanate ISF.2",0.386904761904762,0,4.12547330712581,-1.43458158447472
"HPOS-057.4 - Urocanate ISF.3",0.470238095238095,0,2.87568614750067,-0.0263281138251472
"HPOS-059.1 - Cytosine",0.970238095238095,0,5.84241779671917,1.78181353330718
"HPOS-059.2 - Cytosine",0.970238095238095,0,6.77605852851156,1.87486742741613
"HPOS-059.3 - Cytosine",0.720238095238095,0,4.85555692990195,1.81621183691467
"HPOS-062.1 - Tiglylcarnitine (C5:1)",1,0,2.10829094105628,-3.40884481743058
"HPOS-062.2 - Tiglylcarnitine (C5:1) ISF.1",1,0,5.99654835663157,-3.41753485417757
"HPOS-064.1 - Decadienoylcarnitine (C10:2)",0.964285714285714,0,1.54572298556325,-1.7573414462111
"HPOS-064.2 - Decadienoylcarnitine (C10:2)",0.970238095238095,0,1.57011167058985,-1.74747206919119
"HPOS-064.3 - Decadienoylcarnitine (C10:2) ISF.1",0.779761904761905,0,9.8686665115968,-1.91972435081669
"HPOS-072.1 - Thiamine",0.726190476190476,0,6.61477060812711,-0.835856260231689
"HPOS-072.2 - Thiamine ISF.1",0.946428571428571,0,4.6907571964146,-0.898600168721198
"HPOS-072.3 - Thiamine ISF.2",0.964285714285714,0,7.39805318587925,-0.956412043290336
"HPOS-074.1 - N,N-Dimethylglycine",0.916666666666667,0,7.62206647336022,1.34025082830789
"HPOS-074.2 - N,N-Dimethylglycine",0.470238095238095,0,3.87642461671222,0.849879210491098
"HPOS-075.1 - Pseudouridine",1,0,2.84047698006647,0.679015712717353
"HPOS-075.2 - Pseudouridine ISF.1",0.994047619047619,0,3.4440864206643,0.728297489847087
"HPOS-075.3 - Pseudouridine ISF.2",0.93452380952381,0,2.90131358250747,0.711414872179222
"HPOS-075.4 - Pseudouridine ISF.3",1,0,3.06411237353171,0.70767858770301
"HPOS-075.5 - Pseudouridine ISF.4",0.994047619047619,0,5.12586751121423,0.737934348515292
"HPOS-078.1 - N2,N2-Dimethylguanosine",1,0,2.45380557988662,1.42847587571859
"HPOS-078.2 - N2,N2-Dimethylguanosine ISF.1",0.982142857142857,0,8.44118115301853,1.38519219362841
"HPOS-078.3 - N2,N2-Dimethylguanosine ISF.2",0.523809523809524,0,5.41282178681139,-12.0337117499386
"HPOS-080.1 - Butyrylcarnitine",1,0,2.33932186065255,-3.53104030194342
"HPOS-080.2 - Butyrylcarnitine ISF.1",0.988095238095238,0,7.7685129145557,-3.60929212342573
"HPOS-080.3 - Butyrylcarnitine ISF.2",0.880952380952381,0,4.37401148503495,-3.63237447324213
"HPOS-082.1 - 7-Methylguanine",0.988095238095238,0,3.98450734718647,1.46657938125824
"HPOS-082.2 - 7-Methylguanine ISF.1",0.994047619047619,0,4.03477218831565,1.39680080975503
"HPOS-082.3 - 7-Methylguanine ISF.2",0.976190476190476,0,4.02698321685219,1.41459454897878
"HPOS-085.1 - N1-methyl-4-pyridone-3-carboxamide",0.744047619047619,0,4.11422604277984,-14.8295140559503
"HPOS-085.2 - N1-methyl-4-pyridone-3-carboxamide",0.988095238095238,0,3.38032657624417,1.52497273657367
"HPOS-085.3 - N1-methyl-4-pyridone-3-carboxamide ISF.1",1,0,5.94891429936312,1.57763499525521
