"cpdID","cpdName","Retention Time","m/z"
"RNEG-023.1","Acetaminophen Glucuronide (saturation?)",114.98687600978,326.089044021261
"RNEG-023.2","Acetaminophen Glucuronide ",114.807169474857,675.166536568382
"RNEG-023.3","Acetaminophen Glucuronide ISF.1",114.758032932607,150.056636915999
"RNEG-023.4","Acetaminophen Glucuronide ISF.2",114.820139077575,175.025173704641
"RNEG-023.5","Acetaminophen Glucuronide ISF.3",115.920416322826,113.024730586284
"RNEG-024.1","Pantothenate ",138.863627773733,218.103887984035
"RNEG-024.2","Pantothenate ",138.42754661193,286.090762694609
"RNEG-024.3","Pantothenate ISF.1",138.812041640504,146.082592254727
"RNEG-024.4","Pantothenate ISF.2",138.830651966086,88.040542073546
"RNEG-027.1","Dehydroepiandrosterone Sulfate",481.638142215115,367.158948072579
"RNEG-027.2","Dehydroepiandrosterone Sulfate",481.707601767673,435.145666013581
"RNEG-027.3","Dehydroepiandrosterone Sulfate ISF.1",474.862139396787,96.9588653282088
"RNEG-028.1","Salicylate",327.67377544522,137.024964385661
"RNEG-028.2","Salicylate ISF.1",327.735773028363,93.0345876855358
"RNEG-031.1","1,2,3-Propanetricarboxylate",82.360063738577,175.025189928079
"RNEG-031.2","1,2,3-Propanetricarboxylate ISF.1",82.4128554600743,157.014638604259
"RNEG-032.1","Urate (saturation?)",67.3452306480074,167.021772931323
"RNEG-032.2","Urate",67.8848900118251,357.031702458852
"RNEG-032.3","Urate ISF.1",67.6889849324745,124.015688389869
"RNEG-033.1","Uridine",82.5633435990687,243.062360880881
"RNEG-033.2","Uridine",82.5139502524173,289.06660607578
"RNEG-035.1","D-Glucuronate",32.4356576305263,193.035230672975
"RNEG-035.2","D-Glucuronate ",30.2112936199036,261.027511083164
"RNEG-035.3","D-Glucuronate  ISF.1",33.8693362430331,113.024438394213
"RNEG-041.1","3-Hydroxyhippurate",163.14585661774,194.046643686534
"RNEG-041.2","3-Hydroxyhippurate ISF.1",163.175254116937,150.05675681526
"RNEG-041.3","3-Hydroxyhippurate ISF.2",164.03228114335,93.0345797637247
"RNEG-043.1","Phenylalanine",122.971942865629,164.072083558787
"RNEG-043.2","Phenylalanine",123.012330319405,232.058582150641
"RNEG-043.3","Phenylalanine ISF.1",121.56925258391,147.045138578961
"RNEG-045.1","N-Acetylneuraminate",37.6732014947564,308.099015305825
"RNEG-045.2","N-Acetylneuraminate ISF.1",37.7110838416428,170.046112992483
"RNEG-045.3","N-Acetylneuraminate ISF.2",38.0953127772177,87.008478094928
"RNEG-048.1","Xanthine",78.8272524127955,151.026724753985
"RNEG-048.2","Xanthine",80.8378792900093,219.013644082089
"RNEG-048.3","Xanthine ISF.1",78.6035082423739,108.020637030766
"RNEG-049.1","4-Hydroxyhippurate",147.576136086747,194.046467299963
"RNEG-049.2","4-Hydroxyhippurate ISF.1",147.572606818002,150.056149720364
"RNEG-049.3","4-Hydroxyhippurate ISF.2",147.571161628736,100.004688076677
"RNEG-049.4","4-Hydroxyhippurate ISF.3",144.551357943863,93.0346346472376
"RNEG-052.1","Xanthosine",109.096903067021,283.068410893184
"RNEG-052.2","Xanthosine",109.104116384389,351.05544985883
"RNEG-052.3","Xanthosine ISF.1",109.105407232326,151.026648169986
"RNEG-054.1","N-Acetylaspartate",60.2804519767807,174.041485277211
"RNEG-054.2","N-Acetylaspartate",60.3140677982951,242.027829625558
"RNEG-054.3","N-Acetylaspartate ISF.1",60.3361409951492,130.050888882629
"RNEG-054.4","N-Acetylaspartate ISF.2",54.9404487057461,114.018457809532
"RNEG-059.1","Pimelate (left peak) ",205.711651360166,159.065871199305
"RNEG-059.2","Pimelate ISF.1",206.337929062651,115.075434162477
"RNEG-059.3","Pimelate ISF.2",208.341413543507,97.0645705294821
"RNEG-060.1","Suberate",267.765575083773,173.082401509605
"RNEG-060.2","Suberate",267.804720875881,195.064215044375
"RNEG-060.3","Suberate ISF.1",267.280002966638,111.080451744623
"RNEG-063.1","Homovanillate (complexity)",227.77142484695,181.050883852429
"RNEG-063.2","Homovanillate ",227.766142229885,249.038005885467
"RNEG-063.3","Homovanillate  ISF.1",205.395668130981,137.054898575786
"RNEG-063.4","Homovanillate  ISF.2",224.696326401564,122.03581053052
"RNEG-065.1","Phenyllactate (left peak)",271.840806632343,165.05601791601
"RNEG-065.2","Phenyllactate ISF.1",271.279482875079,147.043898895083
"RNEG-068.1","Indoxyl glucuronide",202.887569242235,308.077640018397
"RNEG-068.2","Indoxyl glucuronide",214.588187656843,330.063008613915
"RNEG-069.1","Na-acetyl-L-arginine",54.2879727252364,215.115451491399
"RNEG-069.2","Na-acetyl-L-arginine ISF.1",54.2787092481269,131.082764341212
"RNEG-069.3","Na-acetyl-L-arginine ISF.2",79.6366613426897,129.104318619593
"RNEG-071.1","Isocitrate (saturation)",45.8154579078759,191.020518323113
"RNEG-071.2","Isocitrate ISF.1",45.7755554356793,173.00971898006
"RNEG-071.3","Isocitrate ISF.2",45.8040636795266,111.009414680143
"RNEG-071.4","Isocitrate ISF.3",45.8278270556082,154.999115469943
"RNEG-074.1","Phenylacetylglycine",239.727846748991,192.066890153989
"RNEG-074.2","Phenylacetylglycine ISF.1",238.17052460424,74.023968743485
"RNEG-075.1","4-Hydroxyphenylacetate",202.746872465764,151.040257322552
"RNEG-075.2","4-Hydroxyphenylacetate",203.712552954425,219.027776854347
"RNEG-075.3","4-Hydroxyphenylacetate ISF.1",216.443869952419,107.049496983455
"RNEG-078.1","4-Hydroxybenzoate",188.517127681471,137.024848487618
"RNEG-078.2","4-Hydroxybenzoate ISF.1",186.24881245625,93.0352014503145
"RNEG-079.1","Citraconate",103.395351093292,129.01971398589
"RNEG-079.2","Citraconate ISF.1",102.861662763291,85.0281640585513
"RNEG-080.1","Cis-aconitate",77.5167270296431,173.009704076202
"RNEG-080.2","Cis-aconitate ISF.1",78.5237478940889,129.018567069134
"RNEG-080.3","Cis-aconitate ISF.2",78.1974923977722,85.0281804159222
