"cpdID","cpdName","Retention Time","m/z"
"RPOS-043.3","2-Octenoylcarnitine ISF.2",336.655178579984,227.127530090385
"RPOS-044.1","Caffeine",209.077049646643,195.088023485812
"RPOS-044.2","Caffeine ISF.1",209.084913700639,138.065594910841
"RPOS-045.1","Butyrylcarnitine",144.182060842308,232.156202648578
"RPOS-045.2","Butyrylcarnitine ISF.1",144.176634226903,173.080393026729
"RPOS-045.3","Butyrylcarnitine ISF.2",144.198225390617,85.0280677567112
"RPOS-049.1","Acetaminophen glucuronide",117.155638225551,350.086324911868
"RPOS-049.2","Acetaminophen glucuronide ISF.1",117.114338909668,152.071611123351
"RPOS-049.3","Acetaminophen glucuronide ISF.2",117.114884324935,110.059668062547
"RPOS-050.1","Acetaminophen",154.86883035471,152.07035632272
"RPOS-050.2","Acetaminophen ISF.1",154.882493256732,110.059702548981
"RPOS-051.1","7-Methylguanine",75.5578867798492,166.072638011763
"RPOS-051.2","7-Methylguanine ISF.1",75.5524596113537,149.044961243841
"RPOS-051.3","7-Methylguanine ISF.2",75.566224051772,124.049934695694
"RPOS-053.1","5'-Methylthioadenosine",164.95516076332,298.096540402952
"RPOS-053.2","5'-Methylthioadenosine ISF.1",164.951602975744,136.062042514619
"RPOS-055.1","4-Pyridoxate",103.50652919256,184.060340470948
"RPOS-055.2","4-Pyridoxate ISF.1",103.51019870236,166.049438208406
"RPOS-055.3","4-Pyridoxate ISF.2",103.508017553456,148.038732739012
"RPOS-057.1","Kynurenate",186.003656701177,190.04975720098
"RPOS-057.2","Kynurenate ISF.1",186.00462068259,162.054464174663
"RPOS-061.1","Paraxanthine",166.468321167576,181.072250154549
"RPOS-061.2","Paraxanthine ISF.1",166.512689263936,124.050176376378
"RPOS-062.1","1-Methylurate",110.331478672078,183.05124467457
"RPOS-062.2","1-Methylurate ISF.1",110.341263572507,155.055854958507
"RPOS-062.3","1-Methylurate ISF.2",110.334520398156,126.029566966755
"RPOS-063.1","N4-Acetylcytidine",131.124470943719,286.103322847601
"RPOS-063.2","N4-Acetylcytidine",131.196957182608,308.08521009098
"RPOS-063.3","N4-Acetylcytidine ISF.1",131.121966316466,154.060611065977
"RPOS-063.4","N4-Acetylcytidine ISF.2",131.132890337758,112.050075745631
"RPOS-069.1","Indole-3-acetate",337.460057653201,176.070164127027
"RPOS-069.2","Indole-3-acetate ISF.1",337.459526151022,130.064648600662
"RPOS-071.1","Tetrahydropentoxyline",120.526716438174,367.149527824671
"RPOS-071.2","Tetrahydropentoxyline ISF.1",120.521994831451,230.081150634449
"RPOS-071.3","Tetrahydropentoxyline ISF.2",120.517324533436,156.080135026481
"RPOS-071.4","Tetrahydropentoxyline ISF.3",120.518692943594,144.080279107306
"RPOS-073.1","N-Acetylaspartylglutamate",88.0781539301346,305.097456985339
"RPOS-073.2","N-Acetylaspartylglutamate",88.0483471885718,327.079315802836
"RPOS-073.3","N-Acetylaspartylglutamate ISF.1",87.3514878951879,148.060018427408
"RPOS-074.1","Theophylline",166.468321167576,181.072250154549
"RPOS-074.2","Theophylline ISF.1",166.507367622366,124.050174634821
"RPOS-075.1","18-Hydroxycortisol",337.950162758637,379.210740192308
"RPOS-075.2","18-Hydroxycortisol ISF.1",337.920288939577,361.199185652601
"RPOS-078.1","5-Hydroxyindoleacetate",199.360670882026,192.065248967049
"RPOS-078.2","5-Hydroxyindoleacetate ISF.1",199.392993386619,146.059483253218
"RPOS-087.1","Tyrosine",83.9986171673501,182.079964136691
"RPOS-087.2","Tyrosine ISF.1",83.9820681464948,165.054384952386
"RPOS-087.3","Tyrosine ISF.2",83.9838563504967,147.043542940932
"RPOS-087.4","Tyrosine ISF.3",83.9871390697809,136.075186095676
"RPOS-087.5","Tyrosine ISF.4",83.9903007025858,123.043648717104
"RPOS-087.6","Tyrosine ISF.5",83.9930109629818,119.048644061482
"RPOS-089.1","Dopamine ISF.1",69.7436357708292,137.059222518647
"RPOS-089.2","Dopamine ISF.2",69.6864654688298,119.04884775669
"RPOS-089.3","Dopamine ISF.3",69.7283716582388,91.0540077392115
