"","ratio_peaks_found","ratio_peaks_filled","ppm_error","rt_dev_sec"
"RPOS-027.1 - 2-Furoylglycine",1,0,2.11442002410885,0.527040421461289
"RPOS-027.2 - 2-Furoylglycine ISF.1",0.994152046783626,0,3.01928168465096,0.521647683529415
"RPOS-027.3 - 2-Furoylglycine ISF.2",0.988304093567251,0,5.7264775939303,0.53723982977116
"RPOS-029.1 - Tryptophan",1,0,1.56324562041724,0.0408419956457388
"RPOS-029.2 - Tryptophan ISF.1",1,0,1.73701084623327,0.0136377332910568
"RPOS-029.3 - Tryptophan ISF.2",1,0,3.39244205747926,0.0092287048967775
"RPOS-029.4 - Tryptophan ISF.3",1,0,3.18713235730263,0.0221217393503818
"RPOS-031.1 - Kynurenine",1,0,2.59336776675537,0.314444595363916
"RPOS-031.2 - Kynurenine ISF.1",0.988304093567251,0,2.41920972717664,0.338894201582666
"RPOS-031.3 - Kynurenine ISF.2",1,0,4.70969734392346,0.0808287771859415
"RPOS-034.1 - Indoleacetyl glutamine",1,0,1.02545868210572,0.675996891087147
"RPOS-034.2 - Indoleacetyl glutamine ISF.1",1,0,2.77774676767112,0.684986273092362
"RPOS-035.1 - Indole-3-acetic-acid-O-glucuronide",0.994152046783626,0,0.997967377141672,1.01157643087174
"RPOS-035.2 - Indole-3-acetic-acid-O-glucuronide",0.994152046783626,0,1.99244813411769,1.01904933138201
"RPOS-035.3 - Indole-3-acetic-acid-O-glucuronide ISF.1",0.964912280701754,0,4.1869282926868,1.03652607799929
"RPOS-035.4 - Indole-3-acetic-acid-O-glucuronide ISF.2",1,0,7.17606988413888,1.04322111442262
"RPOS-036.1 - Hypoxanthine",0.994152046783626,0,2.5924809739432,0.319385812430904
"RPOS-036.2 - Hypoxanthine",0.994152046783626,0,2.83303606044372,0.358822542197026
"RPOS-036.3 - Hypoxanthine ISF.1",0.994152046783626,0,3.06199083613596,0.326415342126154
"RPOS-043.1 - 2-Octenoylcarnitine",0.56140350877193,0,7.65462295581036,-2.08953244834337
"RPOS-043.2 - 2-Octenoylcarnitine ISF.1",0.736842105263158,0,3.19729861171418,-2.21571860895008
"RPOS-043.3 - 2-Octenoylcarnitine ISF.2",0.953216374269006,0,2.95352917650354,-2.22482142001626
"RPOS-044.1 - Caffeine",1,0,2.49522644033993,0.157049646642725
"RPOS-044.2 - Caffeine ISF.1",0.970760233918129,0,8.72830513105664,0.164913700638713
"RPOS-045.1 - Butyrylcarnitine",0.807017543859649,0,8.04647296681888,-0.237939157691624
"RPOS-045.2 - Butyrylcarnitine ISF.1",0.994152046783626,0,6.9734349045066,-0.243365773097083
"RPOS-045.3 - Butyrylcarnitine ISF.2",0.994152046783626,0,3.45850806885781,-0.221774609383402
"RPOS-049.1 - Acetaminophen glucuronide",0.988304093567251,0,4.81874005689117,0.275638225550729
"RPOS-049.2 - Acetaminophen glucuronide ISF.1",0.947368421052632,0,3.22982155524979,0.234338909668307
"RPOS-049.3 - Acetaminophen glucuronide ISF.2",1,0,3.83924905492856,0.234884324934832
"RPOS-050.1 - Acetaminophen",1,0,2.55571541028844,0.368830354710068
"RPOS-050.2 - Acetaminophen ISF.1",1,0,3.57085601711154,0.382493256732193
"RPOS-051.1 - 7-Methylguanine",1,0,2.46557814358564,-0.102113220150777
"RPOS-051.2 - 7-Methylguanine ISF.1",0.994152046783626,0,3.81724839587794,-0.107540388646347
"RPOS-051.3 - 7-Methylguanine ISF.2",1,0,2.73088141842391,-0.0937759482279974
"RPOS-053.1 - 5'-Methylthioadenosine",1,0,1.39340164639886,-0.344839236680064
"RPOS-053.2 - 5'-Methylthioadenosine ISF.1",0.883040935672515,0,7.16538370624759,-0.348397024255976
"RPOS-055.1 - 4-Pyridoxate",1,0,1.95868821607941,0.246529192559707
"RPOS-055.2 - 4-Pyridoxate ISF.1",1,0,4.60108836953953,0.250198702360313
"RPOS-055.3 - 4-Pyridoxate ISF.2",1,0,5.85920971333794,0.248017553455924
"RPOS-057.1 - Kynurenate",1,0,1.82219172771249,0.483656701176627
"RPOS-057.2 - Kynurenate ISF.1",1,0,7.00886200119804,0.484620682589999
"RPOS-061.1 - Paraxanthine",1,0,2.24614729471698,0.208321167575577
"RPOS-061.2 - Paraxanthine ISF.1",0.87719298245614,0,10.6699525738394,0.252689263935753
"RPOS-062.1 - 1-Methylurate",1,0,1.8253507929303,0.351478672077781
"RPOS-062.2 - 1-Methylurate ISF.1",0.970760233918129,0,6.73972904838855,0.361263572506891
"RPOS-062.3 - 1-Methylurate ISF.2",0.947368421052632,0,8.1966859210248,0.354520398155582
"RPOS-063.1 - N4-Acetylcytidine",1,0,1.06345515957208,0.324470943718723
"RPOS-063.2 - N4-Acetylcytidine",0.994152046783626,0,0.955745332060991,0.396957182608067
"RPOS-063.3 - N4-Acetylcytidine ISF.1",1,0,3.94141592685658,0.32196631646585
"RPOS-063.4 - N4-Acetylcytidine ISF.2",1,0,4.85508325546109,0.332890337758038
"RPOS-069.1 - Indole-3-acetate",0.818713450292398,0,2.74205803733402,2.0600576532014
"RPOS-069.2 - Indole-3-acetate ISF.1",0.771929824561403,0,2.77196153307755,2.05952615102229
"RPOS-071.1 - Tetrahydropentoxyline",1,0,3.73736065862264,-0.0732835618262458
"RPOS-071.2 - Tetrahydropentoxyline ISF.1",0.894736842105263,0,1.67147151575615,-0.0780051685486977
"RPOS-071.3 - Tetrahydropentoxyline ISF.2",0.964912280701754,0,5.56011181085023,-0.0826754665644334
"RPOS-071.4 - Tetrahydropentoxyline ISF.3",0.830409356725146,0,5.03946673527835,-0.0813070564058995
"RPOS-073.1 - N-Acetylaspartylglutamate",1,0,1.18401245449706,0.478153930134579
"RPOS-073.2 - N-Acetylaspartylglutamate",1,0,1.35387693812763,0.448347188571837
"RPOS-073.3 - N-Acetylaspartylglutamate ISF.1",0.988304093567251,0,2.40441906277435,-0.248512104812142
"RPOS-074.1 - Theophylline",1,0,2.24610143377114,0.868321167575574
"RPOS-074.2 - Theophylline ISF.1",0.871345029239766,0,10.6839915566139,0.907367622365981
"RPOS-075.1 - 18-Hydroxycortisol",0.953216374269006,0,5.95920417366621,0.150162758636991
"RPOS-075.2 - 18-Hydroxycortisol ISF.1",0.309941520467836,0,2.46636602328034,0.120288939577165
"RPOS-078.1 - 5-Hydroxyindoleacetate",0.859649122807018,0,4.26579945202099,3.76067088202607
"RPOS-078.2 - 5-Hydroxyindoleacetate ISF.1",0.771929824561403,0,2.99616468937919,3.79299338661921
"RPOS-087.1 - Tyrosine",1,0,6.62102133611833,-0.00138283264989708
"RPOS-087.2 - Tyrosine ISF.1",1,0,3.08552027702433,-0.0179318535052486
"RPOS-087.3 - Tyrosine ISF.2",1,0,2.67559054236348,-0.0161436495032762
"RPOS-087.4 - Tyrosine ISF.3",1,0,2.80358176387748,-0.0128609302191218
"RPOS-087.5 - Tyrosine ISF.4",1,0,3.54739684045737,-0.00969929741421829
"RPOS-087.6 - Tyrosine ISF.5",1,0,2.96692021838748,-0.00698903701824823
"RPOS-089.1 - Dopamine ISF.1",0.994152046783626,0,3.13858140891576,0.743635770829199
"RPOS-089.2 - Dopamine ISF.2",0.590643274853801,0,2.52481105001805,0.686465468829775
"RPOS-089.3 - Dopamine ISF.3",0.795321637426901,0,3.50387736614883,0.728371658238837
