"cpdID","cpdName","Retention Time","m/z"
"RNEG-023.1","Acetaminophen Glucuronide (saturation?)",114.76540715807,326.088301845223
"RNEG-023.2","Acetaminophen Glucuronide ",114.884481378926,675.16628905289
"RNEG-023.3","Acetaminophen Glucuronide ISF.1",114.723848526205,150.056587859019
"RNEG-023.4","Acetaminophen Glucuronide ISF.2",114.830664259473,175.024993694062
"RNEG-023.5","Acetaminophen Glucuronide ISF.3",115.192067910913,113.024711948548
"RNEG-024.1","Pantothenate ",138.8389866562,218.10385300025
"RNEG-024.2","Pantothenate ",138.559934415542,286.09068637504
"RNEG-024.3","Pantothenate ISF.1",138.843011231234,146.082725901401
"RNEG-024.4","Pantothenate ISF.2",138.856041776572,88.0407338602708
"RNEG-027.1","Dehydroepiandrosterone Sulfate",482.013575679203,367.158602037727
"RNEG-027.2","Dehydroepiandrosterone Sulfate",481.996012142487,435.14538397359
"RNEG-027.3","Dehydroepiandrosterone Sulfate ISF.1",481.583682667859,96.9607038054015
"RNEG-028.1","Salicylate",327.721870039977,137.025056772662
"RNEG-028.2","Salicylate ISF.1",327.697716970346,93.0346664025489
"RNEG-031.1","1,2,3-Propanetricarboxylate",82.4726977767608,175.025273823961
"RNEG-031.2","1,2,3-Propanetricarboxylate ISF.1",82.4342505249745,157.014747119875
"RNEG-032.1","Urate (saturation?)",67.4502677401021,167.021422033889
"RNEG-032.2","Urate",68.0469160935044,357.031569544766
"RNEG-032.3","Urate ISF.1",68.0245073847098,124.0158428632
"RNEG-033.1","Uridine",82.5466376594073,243.062348660916
"RNEG-033.2","Uridine",82.5015657799697,289.066723202125
"RNEG-035.1","D-Glucuronate",32.6359182868334,193.035491543647
"RNEG-035.2","D-Glucuronate ",33.0380733752794,261.027977505097
"RNEG-035.3","D-Glucuronate  ISF.1",32.5535695420623,113.024620685675
"RNEG-041.1","3-Hydroxyhippurate",163.16362839697,194.046434106866
"RNEG-041.2","3-Hydroxyhippurate ISF.1",163.19010832226,150.056809261549
"RNEG-041.3","3-Hydroxyhippurate ISF.2",163.418789119872,93.0347345371417
"RNEG-043.1","Phenylalanine",123.004487844398,164.072127243442
"RNEG-043.2","Phenylalanine",123.096112074707,232.058929573049
"RNEG-043.3","Phenylalanine ISF.1",123.23039803742,147.045131107738
"RNEG-045.1","N-Acetylneuraminate",37.684289474562,308.098990227079
"RNEG-045.2","N-Acetylneuraminate ISF.1",37.704334965164,170.046197444968
"RNEG-045.3","N-Acetylneuraminate ISF.2",37.7286672697266,87.0085199405932
"RNEG-048.1","Xanthine",78.3111980569372,151.026876166014
"RNEG-048.2","Xanthine",78.3842140122794,219.013781352022
"RNEG-048.3","Xanthine ISF.1",78.3257949154402,108.020911910745
"RNEG-049.1","4-Hydroxyhippurate",147.561487576854,194.04651212819
"RNEG-049.2","4-Hydroxyhippurate ISF.1",147.545361756264,150.056178411866
"RNEG-049.3","4-Hydroxyhippurate ISF.2",147.622578483271,100.004921299058
"RNEG-049.4","4-Hydroxyhippurate ISF.3",147.576292378541,93.0347870552097
"RNEG-052.1","Xanthosine",109.06753483497,283.068395767453
"RNEG-052.2","Xanthosine",109.074350711738,351.05541726216
"RNEG-052.3","Xanthosine ISF.1",109.077640987047,151.026810812874
"RNEG-054.1","N-Acetylaspartate",60.3247863386631,174.041489327006
"RNEG-054.2","N-Acetylaspartate",60.2695092745231,242.027782839174
"RNEG-054.3","N-Acetylaspartate ISF.1",60.3716224345922,130.050948310008
"RNEG-054.4","N-Acetylaspartate ISF.2",60.2739821847139,114.017820592872
"RNEG-059.1","Pimelate (left peak) ",206.056863422318,159.066978245239
"RNEG-059.2","Pimelate ISF.1",205.877818442434,115.074583613482
"RNEG-059.3","Pimelate ISF.2",205.806498363346,97.0636678516555
"RNEG-060.1","Suberate",267.793035783715,173.08248657034
"RNEG-060.2","Suberate",267.783722357389,195.064273143318
"RNEG-060.3","Suberate ISF.1",267.725824079529,111.079914536118
"RNEG-063.1","Homovanillate (complexity)",227.799133280478,181.050879465975
"RNEG-063.2","Homovanillate ",227.797731387724,249.038050891085
"RNEG-063.3","Homovanillate  ISF.1",227.625332501539,137.055720461034
"RNEG-063.4","Homovanillate  ISF.2",227.594302498685,122.035014871493
"RNEG-065.1","Phenyllactate (left peak)",271.772353932704,165.056037576972
"RNEG-065.2","Phenyllactate ISF.1",271.168656521561,147.04365024503
"RNEG-068.1","Indoxyl glucuronide",202.867893146169,308.077639045313
"RNEG-068.2","Indoxyl glucuronide",202.793085755905,330.06083538069
"RNEG-069.1","Na-acetyl-L-arginine",54.2363629868916,215.115438300643
"RNEG-069.2","Na-acetyl-L-arginine ISF.1",54.240667623018,131.082841573079
"RNEG-069.3","Na-acetyl-L-arginine ISF.2",54.2109288154913,129.104208518915
"RNEG-071.1","Isocitrate (saturation)",46.0027924803987,191.02014336548
"RNEG-071.2","Isocitrate ISF.1",45.7940517875851,173.009768322948
"RNEG-071.3","Isocitrate ISF.2",45.8568557135396,111.009656453363
"RNEG-071.4","Isocitrate ISF.3",45.8875555724214,154.999211274194
"RNEG-074.1","Phenylacetylglycine",239.750888740237,192.066871128053
"RNEG-074.2","Phenylacetylglycine ISF.1",239.646913096374,74.0238605424325
"RNEG-075.1","4-Hydroxyphenylacetate",203.428465504225,151.040217774828
"RNEG-075.2","4-Hydroxyphenylacetate",203.637183424999,219.027597099921
"RNEG-075.3","4-Hydroxyphenylacetate ISF.1",203.249718086995,107.049260886723
"RNEG-078.1","4-Hydroxybenzoate",188.488936318645,137.02493412941
"RNEG-078.2","4-Hydroxybenzoate ISF.1",188.48747340729,93.0348078774279
"RNEG-079.1","Citraconate",103.196832597916,129.019867633187
"RNEG-079.2","Citraconate ISF.1",103.155799554081,85.0280062169091
"RNEG-080.1","Cis-aconitate",77.6139620998321,173.009700963169
"RNEG-080.2","Cis-aconitate ISF.1",77.5438673337204,129.017940962236
"RNEG-080.3","Cis-aconitate ISF.2",77.3681103763948,85.0275190894933
