cpdID,cpdName,HMDBClass,HMDBSubClass,Pathway (Kegg),rt,rt(minutes),cpdMonoisotopicMZ,ion,mz,mzMin,mzMax,rtMin,rtMax,chemspiderID,HMDBID,HMDBSubClass,HMDBDirectParent,LMapsID,LMapsSubclass,KEGGID,PubChemID,IUPAC,CAS,neutralFormula,InChI,InChIKey
RNEG-009.4,Azelaic Acid ISF.2,,,,328.86,5.481,,,97.064,97.06254404,97.06545596,323.86,333.86,,,,,,,,,,,,,
RNEG-011.1,Indolelactate,Indoles and derivatives,Indolyl carboxylic acids and derivatives,Tryptophan Metabolism,291.84,4.864,205.0738932,M-H,204.0666168,204.063555800748,204.069677799252,286.84,296.84,83867,HMDB0000671,Indolyl carboxylic acids and derivatives,,,,C02043  ,,2-hydroxy-3-(1H-indol-3-yl)propanoic acid,,,,
RNEG-011.2,Indolelactate ISF.1,,,,291.84,4.864,,,186.057,186.054209145,186.059790855,286.84,296.84,,,,,,,,,,,,,
RNEG-011.3,Indolelactate ISF.2,,,,291.84,4.864,,,158.06,158.0576291,158.0623709,286.84,296.84,,,,,,,,,,,,,
RNEG-011.4,Indolelactate ISF.3,,,,291.84,4.864,,,142.065,142.062869025,142.067130975,286.84,296.84,,,,,,,,,,,,,
RNEG-016.1,Hypoxanthine,Imidazopyrimidines,Purines and purine derivatives,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",71.94,1.199,136.0385108,M-H,135.0312343,135.029208831486,135.033259768514,66.94,76.94,768,HMDB0000157,Purines and purine derivatives,,,,C00262,,7H-purin-6-ol,,,,
RNEG-016.2,Hypoxanthine ISF.1,,,,71.94,1.199,,,92.025,92.023619625,92.026380375,66.94,76.94,,,,,,,,,,,,,
RNEG-020.1,Tyrosine,Carboxylic acids and derivatives  ,"Amino acids, peptides, and analogues",Tyrosine Metabolism,82.5,1.375,181.0738932,M-H,180.0666168,180.063915800748,180.069317799252,77.5,87.5,5833,HMDB0000158,"Amino acids, peptides, and analogues",,,,C00082,,(2S)-2-amino-3-(4-hydroxyphenyl)propanoic acid,,,,
RNEG-020.2,Tyrosine,,,,82.5,1.375,,M+Na.formate-H,248.054,248.05027919,248.05772081,77.5,87.5,,,,,,,,,,,,,
RNEG-020.3,Tyrosine ISF.1,,,,82.5,1.375,,,163.04,163.0375544,163.0424456,77.5,87.5,,,,,,,,,,,,,
RNEG-021.1,Methylsuccinate,Fatty Acyls,Fatty acids and conjugates,,131.16,2.186,132.0422587,M-H,131.0349823,131.033016775266,131.036947824734,126.16,136.16,9922,HMDB0001844,Fatty acids and conjugates,,,,,,2-methylbutanedioic acid,,,,
RNEG-021.2,Methylsuccinate,,,,132.16,2.20266666666667,,M+Na.formate-H,199.02,199.0170147,199.0229853,127.16,137.16,,,,,,,,,,,,,
RNEG-021.3,Methylsuccinate ISF.1,,,,133.16,2.21933333333333,,,87.045,87.043694325,87.046305675,128.16,138.16,,,,,,,,,,,,,
RNEG-022.1,N-Acetylglutamine,Carboxylic acids and derivatives  ,"Amino acids, peptides, and analogues",,58.68,0.978,188.0797069,M-H,187.0724304,187.069624313544,187.075236486456,53.68,63.68,19076037,HMDB0006029,"Amino acids, peptides, and analogues",,,,,,4-carbamoyl-2-acetamidobutanoic acid,,,,
RNEG-022.2,N-Acetylglutamine ISF.1,,,,58.68,0.978,,,169.06,169.0574641,169.0625359,53.68,63.68,,,,,,,,,,,,,
RNEG-022.3,N-Acetylglutamine ISF.2,,,,58.68,0.978,,,145.061,145.058824085,145.063175915,53.68,63.68,,,,,,,,,,,,,
RNEG-022.4,N-Acetylglutamine ISF.3,,,,58.68,0.978,,,127.051,127.049094235,127.052905765,53.68,63.68,,,,,,,,,,,,,
RNEG-022.5,N-Acetylglutamine ISF.4,,,,58.68,0.978,,,125.071,125.069123935,125.072876065,53.68,63.68,,,,,,,,,,,,,
RNEG-023.1,Acetaminophen Glucuronide (saturation?),Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Drug,115.02,1.917,327.0954165,M-H,326.0881401,326.083248777898,326.093031422101,110.02,120.02,75744,HMDB0010316,Carbohydrates and carbohydrate conjugates,,,,,,"(2S,3S,4S,5R,6S)-6-(4-acetamidophenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",,,,
RNEG-023.2,Acetaminophen Glucuronide ,,,,115.02,1.917,,2M+Na-H,675.166,675.15587251,675.17612749,110.02,120.02,,,,,,,,,,,,,
RNEG-023.3,Acetaminophen Glucuronide ISF.1,,,,115.02,1.917,,,150.056,150.05374916,150.05825084,110.02,120.02,,,,,,,,,,,,,
RNEG-023.4,Acetaminophen Glucuronide ISF.2,,,,115.02,1.917,,,175.024,175.02137464,175.02662536,110.02,120.02,,,,,,,,,,,,,
RNEG-023.5,Acetaminophen Glucuronide ISF.3,,,,115.02,1.917,,,113.024,113.02230464,113.02569536,110.02,120.02,,,,,,,,,,,,,
RNEG-024.1,Pantothenate ,Alcohols and polyols ,Polyols ,Pantothenate and CoA Metabolism,138.84,2.314,219.1106727,M-H,218.1033962,218.100124649057,218.106667750943,133.84,143.84,963,HMDB0000210,Polyols ,,,,C00864,,"3-[(2R)-2,4-dihydroxy-3,3-dimethylbutanamido]propanoic acid",,,,
RNEG-024.2,Pantothenate ,,,,138.84,2.314,,M+Na.formate-H,286.09,286.08570865,286.09429135,133.84,143.84,,,,,,,,,,,,,
RNEG-024.3,Pantothenate ISF.1,,,,138.84,2.314,,,146.082,146.07980877,146.08419123,133.84,143.84,,,,,,,,,,,,,
RNEG-024.4,Pantothenate ISF.2,,,,138.84,2.314,,,88.04,88.0386794,88.0413206,133.84,143.84,,,,,,,,,,,,,
RNEG-027.1,Dehydroepiandrosterone Sulfate,Steroids and steroid derivatives,Sulfated steroids,Steroid hormone biosynthesis,475.2,7.92,368.1657447,M-H,367.1584682,367.152960822977,367.163975577023,470.2,480.2,12074,HMDB0001032,Sulfated steroids,,,,C04555,,"[(1S,2R,5S,10R,11S,15S)-2,15-dimethyl-14-oxotetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadec-7-en-5-yl]oxidanesulfonic acid",,,,
RNEG-027.2,Dehydroepiandrosterone Sulfate,,,,475.2,7.92,,M+Na.formate-H,435.146,435.13947281,435.15252719,470.2,480.2,,,,,,,,,,,,,
RNEG-027.3,Dehydroepiandrosterone Sulfate ISF.1,,,,475.2,7.92,,,96.96,96.9585456,96.9614544,470.2,480.2,,,,,,,,,,,,,
RNEG-028.1,Salicylate,Benzene and substituted derivatives,Benzoic acids and derivatives,Phenylalanine metabolism,328.86,5.481,138.0316941,M-H,137.0244176,137.022362233736,137.026472966264,323.86,333.86,331,HMDB0001895,Benzoic acids and derivatives,,,,C00805,,2-hydroxybenzoic acid,,,,
RNEG-028.2,Salicylate ISF.1,,,,328.86,5.481,,,93.034,93.03260449,93.03539551,323.86,333.86,,,,,,,,,,,,,
RNEG-031.1,"1,2,3-Propanetricarboxylate",Carboxylic acids and derivatives,Tricarboxylic acids and derivatives ,,82.8,1.38,176.032088,M-H,175.0248115,175.022186127828,175.027436872173,77.8,87.8,14220,HMDB0031193,Tricarboxylic acids and derivatives ,,,,C19806,,"propane-1,2,3-tricarboxylic acid",,,,
RNEG-031.2,"1,2,3-Propanetricarboxylate ISF.1",,,,82.8,1.38,,,157.014,157.01164479,157.01635521,77.8,87.8,,,,,,,,,,,,,
RNEG-032.1,Urate (saturation?),Imidazopyrimidines ,Purines and purine derivatives ,Purine metabolism,67.08,1.118,168.02834,M-H,167.0210636,167.018558284046,167.023568915954,62.08,72.08,1142,HMDB0000289,Purines and purine derivatives ,,,,C00366,,"2,3,6,7,8,9-hexahydro-1H-purine-2,6,8-trione",,,,
RNEG-032.2,Urate,,,,67.08,1.118,,2M+Na-H,357.032,357.02664452,357.03735548,62.08,72.08,,,,,,,,,,,,,
RNEG-032.3,Urate ISF.1,,,,67.08,1.118,,,124.015,124.013139775,124.016860225,62.08,72.08,,,,,,,,,,,,,
RNEG-033.1,Uridine,Pyrimidine nucleosides ,,Pyrimidine metabolism,82.92,1.382,244.0695361,M-H,243.0622597,243.058613766104,243.065905633896,77.92,87.92,5807,HMDB0000296,,,,,C00299,,"1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,2,3,4-tetrahydropyrimidine-2,4-dione",,,,
RNEG-033.2,Uridine,,,,82.92,1.382,,M+FA-H,289.067,289.062663995,289.071336005,77.92,87.92,,,,,,,,,,,,,
RNEG-035.1,D-Glucuronate,Organooxygen compounds ,Carbohydrates and carbohydrate conjugates,Pentose and glucuronate interconversions,32.4,0.54,194.0426527,M-H,193.0348277,193.031932177584,193.037723222416,27.4,37.4,,HMDB0000127,Carbohydrates and carbohydrate conjugates,,,,C00191,,"(2S,3S,4S,5R,6S)-3,4,5,6-tetrahydroxyoxane-2-carboxylic acid",,,,
RNEG-035.2,D-Glucuronate ,,,,32.4,0.54,,M+Na.formate-H,261.028,261.02408458,261.03191542,27.4,37.4,,,,,,,,,,,,,
RNEG-035.3,D-Glucuronate  ISF.1,,,,32.4,0.54,,,113.024,113.02230464,113.02569536,27.4,37.4,,,,,,,,,,,,,
RNEG-041.1,3-Hydroxyhippurate,Benzene and substituted derivatives,Benzoic acids and derivatives ,,164,2.73333333333333,195.053157781,M-H,194.0453,194.0423893205,194.0482106795,159,169,,HMDB0006116,Benzoic acids and derivatives ,,,,,,2-[(3-hydroxyphenyl)formamido]acetic acid,,,,
RNEG-041.2,3-Hydroxyhippurate ISF.1,,,,164,2.73333333333333,,,150.056,150.05374916,150.05825084,159,169,,,,,,,,,,,,,
RNEG-041.3,3-Hydroxyhippurate ISF.2,,,,164,2.73333333333333,,,93.034,93.03260449,93.03539551,159,169,,,,,,,,,,,,,
RNEG-043.1,Phenylalanine,Carboxylic acids and derivatives  ,"Amino acids, peptides, and analogues",Phenylalanine  Metabolism,123,2.05,165.0789786,M-H,164.0711536,164.068692532696,164.073614667304,118,128,,HMDB0000159,"Amino acids, peptides, and analogues",,,,C00079,,(2S)-2-amino-3-phenylpropanoic acid,,,,
RNEG-043.2,Phenylalanine,,,,123,2.05,,M+Na.formate-H,232.06,232.0565191,232.0634809,118,128,,,,,,,,,,,,,
RNEG-043.3,Phenylalanine ISF.1,,,,123,2.05,,,147.045,147.042794325,147.047205675,118,128,,,,,,,,,,,,,
RNEG-045.1,N-Acetylneuraminate,Organooxygen compounds,Carbohydrates and carbohydrate conjugates  ,Amino sugar and nucleotide sugar metabolism,37.2,0.62,309.10598,M-H,308.098704738,308.094083257429,308.103326218571,32.2,42.2,,HMDB0000230,Carbohydrates and carbohydrate conjugates  ,,,,C19910,,"(2S,4S,5R,6R)-5-acetamido-2,4-dihydroxy-6-[(1R,2R)-1,2,3-trihydroxypropyl]oxane-2-carboxylic acid",,,,
RNEG-045.2,N-Acetylneuraminate ISF.1,,,,37.2,0.62,,,170.045,170.042449325,170.047550675,32.2,42.2,,,,,,,,,,,,,
RNEG-045.3,N-Acetylneuraminate ISF.2,,,,37.2,0.62,,,87.008,87.00669488,87.00930512,32.2,42.2,,,,,,,,,,,,,
RNEG-048.1,Xanthine,Imidazopyrimidines ,Purines and purine derivatives,Purine metabolism,78.6,1.31,152.03343,M-H,151.026153548,151.023888155697,151.028418940303,73.6,83.6,,HMDB0000292,Purines and purine derivatives,,,,C00385,,"2,3,6,7-tetrahydro-1H-purine-2,6-dione",,,,
RNEG-048.2,Xanthine,,,,78.6,1.31,,M+Na.formate-H,219.013,219.009714805,219.016285195,73.6,83.6,,,,,,,,,,,,,
RNEG-048.3,Xanthine ISF.1,,,,78.6,1.31,,,108.02,108.0183797,108.0216203,73.6,83.6,,,,,,,,,,,,,
RNEG-049.1,4-Hydroxyhippurate,Benzene and substituted derivatives ,Benzoic acids and derivatives,,147,2.45,195.0531578,M-H,194.04588132,194.04297063178,194.04879200822,142,152,,HMDB0013678,Benzoic acids and derivatives,,,,,,2-[(4-hydroxyphenyl)formamido]acetic acid,,,,
RNEG-049.2,4-Hydroxyhippurate ISF.1,,,,147,2.45,,,150.055,150.052749175,150.057250825,142,152,,,,,,,,,,,,,
RNEG-049.3,4-Hydroxyhippurate ISF.2,,,,147,2.45,,,100.004,100.00249994,100.00550006,142,152,,,,,,,,,,,,,
RNEG-049.4,4-Hydroxyhippurate ISF.3,,,,147,2.45,,,93.034,93.03260449,93.03539551,142,152,,,,,,,,,,,,,
RNEG-052.1,Xanthosine,Purine nucleosides ,,Purine metabolism,109.8,1.83,284.07568,M-H,283.06840767,283.064161643885,283.072653696115,104.8,114.8,,HMDB0000299,,,,,C01762,,"9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-9H-purine-2,6-diol",,,,
RNEG-052.2,Xanthosine,,,,109.8,1.83,,M+Na.formate-H,351.055,351.049734175,351.060265825,104.8,114.8,,,,,,,,,,,,,
RNEG-052.3,Xanthosine ISF.1,,,,109.8,1.83,,,151.026,151.02373461,151.02826539,104.8,114.8,,,,,,,,,,,,,
RNEG-054.1,N-Acetylaspartate,Carboxylic acids and derivatives ,"Amino acids, peptides, and analogues","Alanine, aspartate and glutamate metabolism",60,1,175.0480724,M-H,174.040795939,174.038185327061,174.043406550939,55,65,,HMDB0000812,"Amino acids, peptides, and analogues",,,,C0104,,(2S)-2-acetamidobutanedioic acid,,,,
RNEG-054.2,N-Acetylaspartate,,,,60,1,,M+Na.formate-H,242.027,242.023369595,242.030630405,55,65,,,,,,,,,,,,,
RNEG-054.3,N-Acetylaspartate ISF.1,,,,60,1,,,130.05,130.04804925,130.05195075,55,65,,,,,,,,,,,,,
RNEG-054.4,N-Acetylaspartate ISF.2,,,,60,1,,,114.018,114.01628973,114.01971027,55,65,,,,,,,,,,,,,
RNEG-059.1,Pimelate (left peak) ,Fatty Acyls,Fatty acids and conjugates  ,Biotin metabolism,207.6,3.46,160.07356,M-H,159.066282408,159.063896413764,159.068668402236,202.6,212.6,,HMDB0000857,Fatty acids and conjugates  ,,,,C02656,,heptanedioic acid,,,,
RNEG-059.2,Pimelate ISF.1,,,,207.6,3.46,,,115.075,115.073273875,115.076726125,202.6,212.6,,,,,,,,,,,,,
RNEG-059.3,Pimelate ISF.2,,,,207.6,3.46,,,97.064,97.06254404,97.06545596,202.6,212.6,,,,,,,,,,,,,
RNEG-060.1,Suberate,Fatty Acyls ,Fatty acids and conjugates,,267.6,4.46,174.08921,M-H,173.081932475,173.079336246013,173.084528703987,262.6,272.6,,HMDB0000893,Fatty acids and conjugates,,,,C08278,,octanedioic acid,,,,
RNEG-060.2,Suberate,,,,267.6,4.46,,M+Na-2H,195.064,195.06107404,195.06692596,262.6,272.6,,,,,,,,,,,,,
RNEG-060.3,Suberate ISF.1,,,,267.6,4.46,,,111.08,111.0783338,111.0816662,262.6,272.6,,,,,,,,,,,,,
RNEG-063.1,Homovanillate (complexity),Phenols,Methoxyphenols,Tyrosine metabolism,228,3.8,182.057908808,M-H,181.0496,181.046884256,181.052315744,223,233,,HMDB0000118,Methoxyphenols,,,,C05582,,2-(4-hydroxy-3-methoxyphenyl)acetic acid,0306-08-01,,,
RNEG-063.2,Homovanillate ,,,,228,3.8,,M+Na.formate-H,249.037,249.033264445,249.040735555,223,233,,,,,,,,,,,,,
RNEG-063.3,Homovanillate  ISF.1,,,,228,3.8,,,137.055,137.052944175,137.057055825,223,233,,,,,,,,,,,,,
RNEG-063.4,Homovanillate  ISF.2,,,,228,3.8,,,122.035,122.033169475,122.036830525,223,233,,,,,,,,,,,,,
RNEG-065.1,Phenyllactate (left peak),Phenylpropanoic acids ,,Phenylalanine metabolism,270.6,4.51,166.0629941877,M-H,165.0551691556,165.052693328063,165.057644983137,265.6,275.6,3715,HMDB0000779,,,,,C00994,3848,2-hydroxy-3-phenylpropanoic acid,,,,
RNEG-065.2,Phenyllactate ISF.1,,,,270.6,4.51,,,147.043,147.040794355,147.045205645,265.6,275.6,,,,,,,,,,,,,
RNEG-068.1,Indoxyl glucuronide,Organooxygen compounds ,Carbohydrates and carbohydrate conjugates ,Tryptophan Metabolism,203.4,3.39,309.0848518,M-H,308.077575371,308.072954207369,308.082196534631,198.4,208.4,,HMDB0010319,Carbohydrates and carbohydrate conjugates ,,,,,,"(2S,3S,4S,5R,6S)-3,4,5-trihydroxy-6-(1H-indol-3-yloxy)oxane-2-carboxylic acid",,,,
RNEG-068.2,Indoxyl glucuronide,,,,203.4,3.39,,M+Na-2H,330.06,330.0550491,330.0649509,198.4,208.4,,,,,,,,,,,,,
RNEG-069.1,Na-acetyl-L-arginine,Carboxylic acids and derivatives ,"Amino acids, peptides, and analogues",,54.6,0.91,216.1222404,M-H,215.114963939,215.111737214541,215.118190663459,49.6,59.6,,HMDB0004620,"Amino acids, peptides, and analogues",,,,,,(2S)-5-carbamimidamido-2-acetamidopentanoic acid,,,,
RNEG-069.2,Na-acetyl-L-arginine ISF.1,,,,54.6,0.91,,,131.082,131.08003377,131.08396623,49.6,59.6,,,,,,,,,,,,,
RNEG-069.3,Na-acetyl-L-arginine ISF.2,,,,54.6,0.91,,,129.104,129.10206344,129.10593656,49.6,59.6,,,,,,,,,,,,,
RNEG-071.1,Isocitrate (saturation),Carboxylic acids and derivatives  ,Tricarboxylic acids and derivatives  ,Citrate cycle (TCA cycle),46.2,0.77,192.02700261,M-H,191.0197,191.0168347045,191.0225652955,41.2,51.2,,HMDB0000193,Tricarboxylic acids and derivatives  ,,,,C00311,,,,,,
RNEG-071.2,Isocitrate ISF.1,,,,46.2,0.77,,,173.0087,173.0061048695,173.0112951305,41.2,51.2,,,,,,,,,,,,,
RNEG-071.3,Isocitrate ISF.2,,,,46.2,0.77,,,111.0087,111.0070348695,111.0103651305,41.2,51.2,,,,,,,,,,,,,
RNEG-071.4,Isocitrate ISF.3,,,,46.2,0.77,,,154.998,154.99567503,155.00032497,41.2,51.2,,,,,,,,,,,,,
RNEG-074.1,Phenylacetylglycine,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues ",Phenylalanine metabolism,240.6,4.01,193.073893223,M-H,192.066,192.06311901,192.06888099,235.6,245.6,,HMDB0000821,"Amino acids, peptides, and analogues ",,,,C05598,,,,,,
RNEG-074.2,Phenylacetylglycine ISF.1,,,,240.6,4.01,,,74.0237,74.0225896445,74.0248103555,235.6,245.6,,,,,,,,,,,,,
RNEG-075.1,4-Hydroxyphenylacetate,Phenols,1-hydroxy-2-unsubstituted benzenoids ,Tyrosine metabolism,204.6,3.41,152.047344122,M-H,151.039,151.036734415,151.041265585,199.6,209.6,,HMDB0000020,1-hydroxy-2-unsubstituted benzenoids ,,,,C00642 ,,,,,,
RNEG-075.2,4-Hydroxyphenylacetate,,,,204.6,3.41,,M+Na.formate-H,219.026,219.02271461,219.02928539,199.6,209.6,,,,,,,,,,,,,
RNEG-075.3,4-Hydroxyphenylacetate ISF.1,,,,204.6,3.41,,,107.049,107.047394265,107.050605735,199.6,209.6,,,,,,,,,,,,,
RNEG-078.1,4-Hydroxybenzoate,Benzene and substituted derivatives,Benzoic acids and derivatives  ,Ubiquinone and other terpenoid-quinone biosynthesis; Benzoate degradation; Microbial metabolism in diverse environments,189.6,3.16,138.031694053,M-H,137.024,137.02194464,137.02605536,184.6,194.6,,HMDB0000500,Benzoic acids and derivatives  ,,,,C00156  ,,,,,,
RNEG-078.2,4-Hydroxybenzoate ISF.1,,,,189.6,3.16,,,93.034,93.03260449,93.03539551,184.6,194.6,,,,,,,,,,,,,
RNEG-079.1,Citraconate,Fatty Acyls ,Fatty acids and conjugates,"Valine, leucine and isoleucine biosynthesis",103.8,1.73,130.02660868,M-H,129.019,129.017064715,129.020935285,98.8,108.8,,HMDB0000634,Fatty acids and conjugates,,,,C02226 ,,,,,,
RNEG-079.2,Citraconate ISF.1,,,,103.8,1.73,,,85.028,85.02672458,85.02927542,98.8,108.8,,,,,,,,,,,,,
RNEG-080.1,Cis-aconitate,Carboxylic acids and derivatives ,Tricarboxylic acids and derivatives,Citrate cycle (TCA cycle),78,1.3,174.016437924,M-H,173.0085,173.0059048725,173.0110951275,73,83,,HMDB0000072,Tricarboxylic acids and derivatives,,,,C00417,,,,,,
RNEG-080.2,Cis-aconitate ISF.1,,,,78,1.3,,,129.018,129.01606473,129.01993527,73,83,,,,,,,,,,,,,
RNEG-080.3,Cis-aconitate ISF.2,,,,78,1.3,,,85.028,85.02672458,85.02927542,73,83,,,,,,,,,,,,,
